category,author,url,title,author_latin,keywords,title_latin,date,filename
,,http://uyguravazi.kazgazeta.kz/?p=12664,ek63.indd,,,ék63.indd,15 yanvarya 2020,12664.txt
,,http://uyguravazi.kazgazeta.kz/?p=12665,ek63.indd,,,ék63.indd,15 yanvarya 2020,12665.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12667,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,3 aprelya 2014,12667.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12669,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,3 aprelya 2014,12669.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12671,Kärim Qajimqan oğli Mäsimov,Boyiche admin -,,Kerim Qazhimqan oghli Mesimow,3 aprelya 2014,12671.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12673,Dšlät rähbiri qobul qildi,Boyiche admin -,,Dölet rehbiri qobul qildi,3 aprelya 2014,12673.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12675,Paydiliq mäslihätlär,Boyiche admin -,,Paydiliq meslihetler,10 aprelya 2014,12675.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12677,Här kallida bir hiyal,Boyiche admin -,,Her kallida bir hiyal,10 aprelya 2014,12677.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12679,Talmas biläklär,Boyiche admin -,,Talmas bilekler,10 aprelya 2014,12679.txt
,,http://uyguravazi.kazgazeta.kz/?p=12680,Talmas,,,Talmas,15 yanvarya 2020,12680.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12682,Ötükniŋ tarihini bilämsiz?,Boyiche admin -,,Ötükning tarihini bilemsiz?,10 aprelya 2014,12682.txt
,,http://uyguravazi.kazgazeta.kz/?p=12683,sapogi_hrom_300,,,sapogi_hrom_300,15 yanvarya 2020,12683.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12685,Uzun sšzniŋ qisqisi…,Boyiche admin -,,Uzun sözning qisqisi…,10 aprelya 2014,12685.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12687,Älliktin alqiğanlar küç sinaşti,Boyiche admin -,,Elliktin alqighanlar küch sinashti,10 aprelya 2014,12687.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12689,Peşqädäm ustaz hatirisigä beğişlandi,Boyiche admin -,,Péshqedem ustaz hatirisige béghishlandi,10 aprelya 2014,12689.txt
,,http://uyguravazi.kazgazeta.kz/?p=12690,Musa,,,Musa,15 yanvarya 2020,12690.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12692,Ämgigi älgä ayan,Boyiche admin -,,Emgigi elge ayan,10 aprelya 2014,12692.txt
,,http://uyguravazi.kazgazeta.kz/?p=12693,Amgigi,,,Amgigi,15 yanvarya 2020,12693.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12695,"Aqläyli (därilik jalbız tiken, altey lekarstvennıy )",Boyiche admin -,,"Aqleyli (derilik zhalbiz tikén, altéy lékarstwénniy )",10 aprelya 2014,12695.txt
,,http://uyguravazi.kazgazeta.kz/?p=12696,altej-lekarstvennyj1,,,altézh-lékarstwénnyzh1,15 yanvarya 2020,12696.txt
,,http://uyguravazi.kazgazeta.kz/?p=12697,Capsella_bursa-pastoris_Sturm23,,,Capsélla_bursa-pastoris_Sturm23,15 yanvarya 2020,12697.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12699,Sahavätlik qälb egisi,Boyiche admin -,,Sahawetlik qelb égisi,10 aprelya 2014,12699.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12701,Nazugum heli älniŋ qälbidä,Boyiche admin -,,Nazugum héli elning qelbide,10 aprelya 2014,12701.txt
,,http://uyguravazi.kazgazeta.kz/?p=12702,Mashrap,,,Mashrap,15 yanvarya 2020,12702.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12704,Bala tili — bal,Boyiche admin -,,Bala tili — bal,10 aprelya 2014,12704.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12706,Astana,Boyiche admin -,,Astana,10 aprelya 2014,12706.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12708,Ätrap bilän tonuşturuş,Boyiche admin -,,Etrap bilen tonushturush,10 aprelya 2014,12708.txt
,,http://uyguravazi.kazgazeta.kz/?p=12709,Atrap,,,Atrap,15 yanvarya 2020,12709.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12711,Yüksäk pärvaz tiläymiz,Boyiche admin -,,Yüksek perwaz tileymiz,10 aprelya 2014,12711.txt
,,http://uyguravazi.kazgazeta.kz/?p=12712,Ramina,,,Ramina,15 yanvarya 2020,12712.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12714,Qeni kim tapqur?,Boyiche admin -,,Qéni kim tapqur?,10 aprelya 2014,12714.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12716,Meyä gimnastikisi,Boyiche admin -,,Méye gimnastikisi,10 aprelya 2014,12716.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12718,"Öz tilini sšygän, šzgä tilnimu qädirläydu",Boyiche admin -,,"Öz tilini söygen, özge tilnimu qedirleydu",10 aprelya 2014,12718.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12720,"Ässalam, meniŋ kiçik dostlirim!",Boyiche admin -,,"Essalam, méning kichik dostlirim!",10 aprelya 2014,12720.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12722,Keläçigidin ümütländüridu,Boyiche admin -,,Kélechigidin ümütlendüridu,10 aprelya 2014,12722.txt
,,http://uyguravazi.kazgazeta.kz/?p=12723,Azimjan,,,Azimzhan,15 yanvarya 2020,12723.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12725,"Çin muhäbbät sizgä hämra, Ana",Boyiche admin -,,"Chin muhebbet sizge hemra, Ana",10 aprelya 2014,12725.txt
,,http://uyguravazi.kazgazeta.kz/?p=12726,Konzhert,,,Konzhért,15 yanvarya 2020,12726.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12728,«Häliq täğdiri — yazğuçi täğdiri»,Boyiche admin -,,«Heliq teghdiri — yazghuchi teghdiri»,10 aprelya 2014,12728.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12730,Hayat — sinaq,Boyiche admin -,,Hayat — sinaq,10 aprelya 2014,12730.txt
,,http://uyguravazi.kazgazeta.kz/?p=12731,Ismail,,,Ismail,15 yanvarya 2020,12731.txt
,,http://uyguravazi.kazgazeta.kz/?p=12732,Hikita,,,Hikita,15 yanvarya 2020,12732.txt
,,http://uyguravazi.kazgazeta.kz/?p=12733,Yusupov,,,Yusupow,15 yanvarya 2020,12733.txt
,,http://uyguravazi.kazgazeta.kz/?p=12734,Sinak,,,Sinak,15 yanvarya 2020,12734.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12736,Miş-mişlar degidäkmiş…,Boyiche admin -,,Mish-mishlar dégidekmish…,10 aprelya 2014,12736.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12738,Tarazdin ävätkän «Halta»,Boyiche admin -,,Tarazdin ewetken «Halta»,10 aprelya 2014,12738.txt
,,http://uyguravazi.kazgazeta.kz/?p=12739,Xalta,,,Xalta,15 yanvarya 2020,12739.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12741,"Benzin ärzänläp, ozuq-tülük qimmätlidi",Boyiche admin -,,"Bénzin erzenlep, ozuq-tülük qimmetlidi",10 aprelya 2014,12741.txt
,,http://uyguravazi.kazgazeta.kz/?p=12742,ovoshchi_svezhie,,,owoshchi_swézhié,15 yanvarya 2020,12742.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12744,Diläräm — Uyğur radiosiniŋ gšzili,Boyiche admin -,,Dilerem — Uyghur radiosining gözili,10 aprelya 2014,12744.txt
,,http://uyguravazi.kazgazeta.kz/?p=12745,Dilaram,,,Dilaram,15 yanvarya 2020,12745.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12747,Siz šziŋizniŋ salamätligiŋizgä kšyünämsiz?,Boyiche admin -,,Siz özingizning salametligingizge köyünemsiz?,10 aprelya 2014,12747.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12749,7- aprel' — Duniyaviy salamätlik küni,Boyiche admin -,,7- aprél — Duniyawiy salametlik küni,10 aprelya 2014,12749.txt
,,http://uyguravazi.kazgazeta.kz/?p=12750,Salamat,,,Salamat,15 yanvarya 2020,12750.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12752,Nahiyä yaşliri küç sinaşti,Boyiche admin -,,Nahiye yashliri küch sinashti,10 aprelya 2014,12752.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12754,"Dšlät, grajdanliq җämiyät vä ularniŋ säyasiti",Boyiche admin -,,"Dölet, grazhdanliq jemiyet we ularning seyasiti",10 aprelya 2014,12754.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12756,Qazaqstan hälqi Assambleyasiniŋ XXİ sessiyasi harpisida,Boyiche admin -,,Qazaqstan helqi Assambléyasining XXI séssiyasi harpisida,10 aprelya 2014,12756.txt
,,http://uyguravazi.kazgazeta.kz/?p=12757,Cecciya,,,Cécciya,15 yanvarya 2020,12757.txt
,,http://uyguravazi.kazgazeta.kz/?p=12758,Sessiya,,,Séssiya,15 yanvarya 2020,12758.txt
,,http://uyguravazi.kazgazeta.kz/?p=12759,Sessiya1,,,Séssiya1,15 yanvarya 2020,12759.txt
,,http://uyguravazi.kazgazeta.kz/?p=12760,Sessiya2,,,Séssiya2,15 yanvarya 2020,12760.txt
,,http://uyguravazi.kazgazeta.kz/?p=12761,Sessiya3,,,Séssiya3,15 yanvarya 2020,12761.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12763,Elimizniŋ utuği — bizniŋ utuğimiz,Boyiche admin -,,Élimizning utughi — bizning utughimiz,10 aprelya 2014,12763.txt
,,http://uyguravazi.kazgazeta.kz/?p=12764,Raxilam,,,Raxilam,15 yanvarya 2020,12764.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12766,Nahiyälik mäslihätniŋ novättiki sessiyasi štti,Boyiche admin -,,Nahiyelik meslihetning nowettiki séssiyasi ötti,10 aprelya 2014,12766.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12768,Qazaqstan šz valyutisi bilän qalidu,Boyiche admin -,,Qazaqstan öz walyutisi bilen qalidu,10 aprelya 2014,12768.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12770,Prezident Mämuriyitigä juquri җavapkärlik jüklinidu,Boyiche admin -,,Prézidént Memuriyitige zhuquri jawapkerlik zhüklinidu,10 aprelya 2014,12770.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12772,Quralliq Küçlär šz väzipisini orunlaşqa dayim täyyar boluşi şärt,Boyiche admin -,,Quralliq Küchler öz wezipisini orunlashqa dayim teyyar bolushi shert,10 aprelya 2014,12772.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12774,Mäҗlistä — yeŋi rähbärlik,Boyiche admin -,,Mejliste — yéngi rehberlik,10 aprelya 2014,12774.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12776,Yahşilar qatariğa kirdi,Boyiche admin -,,Yahshilar qatarigha kirdi,10 aprelya 2014,12776.txt
,,http://uyguravazi.kazgazeta.kz/?p=12777,KISI_Logo,,,KISI_Logo,15 yanvarya 2020,12777.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12779,Dšlät rähbiri qobul qildi,Boyiche admin -,,Dölet rehbiri qobul qildi,10 aprelya 2014,12779.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12781,Qazaqstan Җumhuriyiti Parlamenti Mäҗlisiniŋ tohtami,Boyiche admin -,,Qazaqstan Jumhuriyiti Parlaménti Mejlisining tohtami,10 aprelya 2014,12781.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12783,Qabibolla Qaben oğli Jaqıpov,Boyiche admin -,,Qabibolla Qabén oghli Zhaqipow,10 aprelya 2014,12783.txt
,,http://uyguravazi.kazgazeta.kz/?p=12784,Kabibulla,,,Kabibulla,15 yanvarya 2020,12784.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12786,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,10 aprelya 2014,12786.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12788,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,10 aprelya 2014,12788.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12790,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,10 aprelya 2014,12790.txt
,,http://uyguravazi.kazgazeta.kz/?p=12791,Nigmatullin,,,Nigmatullin,15 yanvarya 2020,12791.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12793,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,10 aprelya 2014,12793.txt
,,http://uyguravazi.kazgazeta.kz/?p=12794,Jaksibekov,,,Zhaksibékow,15 yanvarya 2020,12794.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12796,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,10 aprelya 2014,12796.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12798,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,10 aprelya 2014,12798.txt
,,http://uyguravazi.kazgazeta.kz/?p=12799,Masimov,,,Masimow,15 yanvarya 2020,12799.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12801,T ä b r i k l ä y m i z,Boyiche admin -,,T e b r i k l e y m i z,10 aprelya 2014,12801.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12804,Tävälludi bilän täbriklidi,Boyiche admin -,,Tewelludi bilen tebriklidi,10 aprelya 2014,12804.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12806,Sud'yalar paaliyiti yeŋi däriҗigä kštirilişi keräk,Boyiche admin -,,Sudyalar paaliyiti yéngi derijige kötirilishi kérek,10 aprelya 2014,12806.txt
,,http://uyguravazi.kazgazeta.kz/?p=12807,Cudya,,,Cudya,15 yanvarya 2020,12807.txt
,,http://uyguravazi.kazgazeta.kz/?p=12808,Cudiya,,,Cudiya,15 yanvarya 2020,12808.txt
,,http://uyguravazi.kazgazeta.kz/?p=12809,Sudiya,,,Sudiya,15 yanvarya 2020,12809.txt
,,http://uyguravazi.kazgazeta.kz/?p=12812,Ershat 1,,,Érshat 1,15 yanvarya 2020,12812.txt
,,http://uyguravazi.kazgazeta.kz/?p=12813,Erşat Mollahun oğli ÄSMÄTOV,,,Érshat Mollahun oghli ESMETOW,15 yanvarya 2020,12813.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12817,Paydiliq mäslihätlär,Boyiche admin -,,Paydiliq meslihetler,17 aprelya 2014,12817.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12819,Här kallida bir hiyal,Boyiche admin -,,Her kallida bir hiyal,17 aprelya 2014,12819.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12821,Qedimiy Doral şähiri,Boyiche admin -,,Qédimiy Doral shehiri,17 aprelya 2014,12821.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12823,Uzun sšzniŋ qisqisi…,Boyiche admin -,,Uzun sözning qisqisi…,17 aprelya 2014,12823.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12825,Bulaq beşida,Boyiche admin -,,Bulaq béshida,17 aprelya 2014,12825.txt
,,http://uyguravazi.kazgazeta.kz/?p=12826,Bulak,,,Bulak,15 yanvarya 2020,12826.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12828,Qälbimiz tšridiki insan,Boyiche admin -,,Qelbimiz töridiki insan,17 aprelya 2014,12828.txt
,,http://uyguravazi.kazgazeta.kz/?p=12829,Kalb,,,Kalb,15 yanvarya 2020,12829.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12831,İşbilärmänligi vä kämtarliği — uniŋ asasiy hislätliri,Boyiche admin -,,Ishbilermenligi we kemtarlighi — uning asasiy hisletliri,17 aprelya 2014,12831.txt
,,http://uyguravazi.kazgazeta.kz/?p=12832,Israpul,,,Israpul,15 yanvarya 2020,12832.txt
,,http://uyguravazi.kazgazeta.kz/?p=12833,Ishbilar,,,Ishbilar,15 yanvarya 2020,12833.txt
,,http://uyguravazi.kazgazeta.kz/?p=12834,Ishbilar,,,Ishbilar,15 yanvarya 2020,12834.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12836,Meniŋ jugaç akam,Boyiche admin -,,Méning zhugach akam,17 aprelya 2014,12836.txt
,,http://uyguravazi.kazgazeta.kz/?p=12837,Jugazh,,,Zhugazh,15 yanvarya 2020,12837.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12839,"Aptappeläz  (künbağar, podsolneçnik)",Boyiche admin -,,"Aptappélez  (künbaghar, podsolnéchnik)",17 aprelya 2014,12839.txt
,,http://uyguravazi.kazgazeta.kz/?p=12840,Aptap,,,Aptap,15 yanvarya 2020,12840.txt
,,http://uyguravazi.kazgazeta.kz/?p=12841,images,,,imagés,15 yanvarya 2020,12841.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12843,Ärjüräk saqçilar,Boyiche admin -,,Erzhürek saqchilar,17 aprelya 2014,12843.txt
,,http://uyguravazi.kazgazeta.kz/?p=12844,Kanun,,,Kanun,15 yanvarya 2020,12844.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12846,Bu qetim Qizil Ğäyrättä štti,Boyiche admin -,,Bu qétim Qizil Gheyrette ötti,17 aprelya 2014,12846.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12848,Jut ğemi bilän yaşaydu,Boyiche admin -,,Zhut ghémi bilen yashaydu,17 aprelya 2014,12848.txt
,,http://uyguravazi.kazgazeta.kz/?p=12849,Tursun,,,Tursun,15 yanvarya 2020,12849.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12851,«Hesapliq duniya»,Boyiche admin -,,«Hésapliq duniya»,17 aprelya 2014,12851.txt
,,http://uyguravazi.kazgazeta.kz/?p=12852,Nashriyat,,,Nashriyat,15 yanvarya 2020,12852.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12854,Olimpiadiğa qatnaşti,Boyiche admin -,,Olimpiadigha qatnashti,17 aprelya 2014,12854.txt
,,http://uyguravazi.kazgazeta.kz/?p=12855,Olim,,,Olim,15 yanvarya 2020,12855.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12857,Üçinçi orunğa erişti,Boyiche admin -,,Üchinchi orungha érishti,17 aprelya 2014,12857.txt
,,http://uyguravazi.kazgazeta.kz/?p=12858,Yzhinzhi,,,Yzhinzhi,15 yanvarya 2020,12858.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12860,Millätniŋ alahidiligi — milliyliktä,Boyiche admin -,,Milletning alahidiligi — milliylikte,17 aprelya 2014,12860.txt
,,http://uyguravazi.kazgazeta.kz/?p=12861,Lekim,,,Lékim,15 yanvarya 2020,12861.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12863,«Jarasım» yaşlar birläşmisi,Boyiche admin -,,«Zharasim» yashlar birleshmisi,17 aprelya 2014,12863.txt
,,http://uyguravazi.kazgazeta.kz/?p=12864,Yushlar,,,Yushlar,15 yanvarya 2020,12864.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12866,Härbiylär mäşiqlinivatidu,Boyiche admin -,,Herbiyler meshiqliniwatidu,17 aprelya 2014,12866.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12868,"Dšlät, grajdanliq җämiyät vä ularniŋ säyasiti",Boyiche admin -,,"Dölet, grazhdanliq jemiyet we ularning seyasiti",17 aprelya 2014,12868.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12870,Miş-mişlar degidäkmiş,Boyiche admin -,,Mish-mishlar dégidekmish,17 aprelya 2014,12870.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12872,«Sayran» arqiliq «Moskvağa» barisiz,Boyiche admin -,,«Sayran» arqiliq «Moskwagha» barisiz,17 aprelya 2014,12872.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12874,İkki yüz adäm işqa qobul qilinidu,Boyiche admin -,,Ikki yüz adem ishqa qobul qilinidu,17 aprelya 2014,12874.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12876,Noruz mäyrimi nişanlandi,Boyiche admin -,,Noruz meyrimi nishanlandi,17 aprelya 2014,12876.txt
,,http://uyguravazi.kazgazeta.kz/?p=12877,Noruz,,,Noruz,15 yanvarya 2020,12877.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12879,Läŋmän  «ohşaptu»,Boyiche admin -,,Lengmen  «ohshaptu»,17 aprelya 2014,12879.txt
,,http://uyguravazi.kazgazeta.kz/?p=12880,Lanman,,,Lanman,15 yanvarya 2020,12880.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12882,Bäş  miŋ kšçät oltarğuzuldi,Boyiche admin -,,Besh  ming köchet oltarghuzuldi,17 aprelya 2014,12882.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12884,Häptä soali,Boyiche admin -,,Hepte soali,17 aprelya 2014,12884.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12886,Rässam tävälludiğa beğişlandi,Boyiche admin -,,Ressam tewelludigha béghishlandi,17 aprelya 2014,12886.txt
,,http://uyguravazi.kazgazeta.kz/?p=12887,Rassam,,,Rassam,15 yanvarya 2020,12887.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12889,Mävsüm utuqluq ayaqlaşti,Boyiche admin -,,Mewsüm utuqluq ayaqlashti,17 aprelya 2014,12889.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12891,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,17 aprelya 2014,12891.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12893,Yahşi munasivätlirimizniŋ mevisi,Boyiche admin -,,Yahshi munasiwetlirimizning méwisi,17 aprelya 2014,12893.txt
,,http://uyguravazi.kazgazeta.kz/?p=12894,Arselin,,,Arsélin,15 yanvarya 2020,12894.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12896,Birlikkä hizmät qilmaqta,Boyiche admin -,,Birlikke hizmet qilmaqta,17 aprelya 2014,12896.txt
,,http://uyguravazi.kazgazeta.kz/?p=12897,Dilshat,,,Dilshat,15 yanvarya 2020,12897.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12899,İnaqliq vä šmlükniŋ uyutqisi,Boyiche admin -,,Inaqliq we ömlükning uyutqisi,17 aprelya 2014,12899.txt
,,http://uyguravazi.kazgazeta.kz/?p=12900,Zakir,,,Zakir,15 yanvarya 2020,12900.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12902,Mämlikät täräqqiyatiniŋ muhim asasi,Boyiche admin -,,Memliket tereqqiyatining muhim asasi,17 aprelya 2014,12902.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12904,Qädriyätlär — birlik vä inaqliq asasi,Boyiche admin -,,Qedriyetler — birlik we inaqliq asasi,17 aprelya 2014,12904.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12906,Elimizdiki teçliq vä razimänlik — bizniŋ asasiy mävqämiz,Boyiche admin -,,Élimizdiki téchliq we razimenlik — bizning asasiy mewqemiz,17 aprelya 2014,12906.txt
,,http://uyguravazi.kazgazeta.kz/?p=12907,Elimiz,,,Élimiz,15 yanvarya 2020,12907.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12909,Evraziyalik integratsiya mäsilisigä beğişlandi,Boyiche admin -,,Éwraziyalik intégratsiya mesilisige béghishlandi,17 aprelya 2014,12909.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12911,Yeŋi yandişişlar keräk,Boyiche admin -,,Yéngi yandishishlar kérek,17 aprelya 2014,12911.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12913,Küçlük mämlikätniŋ mustähkäm huli,Boyiche admin -,,Küchlük memliketning mustehkem huli,17 aprelya 2014,12913.txt
,,http://uyguravazi.kazgazeta.kz/?p=12914,Kuzhluk,,,Kuzhluk,15 yanvarya 2020,12914.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12916,Özara munasivätlärdiki yeŋi sähipä,Boyiche admin -,,Özara munasiwetlerdiki yéngi sehipe,17 aprelya 2014,12916.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12918,Baş mäydanda orkestr bilän,Boyiche admin -,,Bash meydanda orkéstr bilen,17 aprelya 2014,12918.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12920,Häqiqiy ğämhorluq,Boyiche admin -,,Heqiqiy ghemhorluq,17 aprelya 2014,12920.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12922,Tayinlaş,Boyiche admin -,,Tayinlash,17 aprelya 2014,12922.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12924,Qazaqstan Җumhuriyiti Prezidentiniŋ Pärmani,Boyiche admin -,,Qazaqstan Jumhuriyiti Prézidéntining Permani,17 aprelya 2014,12924.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12926,Ätä Astana şähiridä,Boyiche admin -,,Ete Astana shehiride,17 aprelya 2014,12926.txt
,,http://uyguravazi.kazgazeta.kz/?p=12927,ek63.indd,,,ék63.indd,15 yanvarya 2020,12927.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12929,Paydiliq mäslihätlär,Boyiche admin -,,Paydiliq meslihetler,24 aprelya 2014,12929.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12931,Här kallida bir hiyal,Boyiche admin -,,Her kallida bir hiyal,24 aprelya 2014,12931.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=12933,Jip egirivatqan momay,Boyiche admin -,,Zhip égiriwatqan momay,24 aprelya 2014,12933.txt
